geo_name,geo_sumlevel,geo_id,adult_obesity_2015,adult_obesity_2016,adult_obesity_2017
"Berrien County, MI","county",05000US26021,0.362,0.366,0.348
"Branch County, MI","county",05000US26023,0.348,0.351,0.318
"Calhoun County, MI","county",05000US26025,0.35,0.347,0.339
"Cass County, MI","county",05000US26027,0.355,0.351,0.353
"Charlevoix County, MI","county",05000US26029,0.266,0.284,0.286
"Cheboygan County, MI","county",05000US26031,0.333,0.321,0.332
"Chippewa County, MI","county",05000US26033,0.38,0.379,0.346
"Clare County, MI","county",05000US26035,0.314,0.312,0.338
"Clinton County, MI","county",05000US26037,0.349,0.327,0.316
"Crawford County, MI","county",05000US26039,0.291,0.316,0.304
"Delta County, MI","county",05000US26041,0.32,0.332,0.321
"Dickinson County, MI","county",05000US26043,0.314,0.303,0.301
"Eaton County, MI","county",05000US26045,0.341,0.347,0.357
"Emmet County, MI","county",05000US26047,0.28,0.283,0.298
"Genesee County, MI","county",05000US26049,0.369,0.36,0.33
"Gladwin County, MI","county",05000US26051,0.361,0.356,0.347
"Gogebic County, MI","county",05000US26053,0.27,0.298,0.313
"Grand Traverse County, MI","county",05000US26055,0.306,0.28,0.268
"Gratiot County, MI","county",05000US26057,0.361,0.359,0.336
"Hillsdale County, MI","county",05000US26059,0.328,0.322,0.32
"Houghton County, MI","county",05000US26061,0.262,0.31,0.307
"Huron County, MI","county",05000US26063,0.31,0.311,0.315
"Ingham County, MI","county",05000US26065,0.316,0.296,0.304
"Ionia County, MI","county",05000US26067,0.335,0.361,0.38
"Iosco County, MI","county",05000US26069,0.324,0.335,0.332
"Iron County, MI","county",05000US26071,0.319,0.309,0.291
"Isabella County, MI","county",05000US26073,0.311,0.299,0.309
"Jackson County, MI","county",05000US26075,0.351,0.333,0.337
"Kalamazoo County, MI","county",05000US26077,0.29,0.299,0.306
"Kalkaska County, MI","county",05000US26079,0.304,0.322,0.316
"Kent County, MI","county",05000US26081,0.292,0.293,0.287
"Keweenaw County, MI","county",05000US26083,0.327,0.317,0.309
"Lake County, MI","county",05000US26085,0.33,0.329,0.32
"Lapeer County, MI","county",05000US26087,0.329,0.304,0.303
"Leelanau County, MI","county",05000US26089,0.237,0.229,0.266
"Lenawee County, MI","county",05000US26091,0.319,0.325,0.308
"Livingston County, MI","county",05000US26093,0.275,0.287,0.296
"Luce County, MI","county",05000US26095,0.345,0.357,0.326
"Mackinac County, MI","county",05000US26097,0.329,0.326,0.311
"Macomb County, MI","county",05000US26099,0.319,0.325,0.333
"Manistee County, MI","county",05000US26101,0.304,0.342,0.346
"Marquette County, MI","county",05000US26103,0.294,0.293,0.292
"Mason County, MI","county",05000US26105,0.299,0.293,0.299
"Mecosta County, MI","county",05000US26107,0.321,0.332,0.35
"Menominee County, MI","county",05000US26109,0.332,0.344,0.344
"Midland County, MI","county",05000US26111,0.301,0.317,0.305
"Missaukee County, MI","county",05000US26113,0.323,0.334,0.322
"Monroe County, MI","county",05000US26115,0.334,0.335,0.338
"Montcalm County, MI","county",05000US26117,0.303,0.338,0.34
"Montmorency County, MI","county",05000US26119,0.318,0.318,0.289
"Muskegon County, MI","county",05000US26121,0.363,0.367,0.358
"Newaygo County, MI","county",05000US26123,0.329,0.353,0.34
"Oakland County, MI","county",05000US26125,0.265,0.26,0.263
"Oceana County, MI","county",05000US26127,0.334,0.341,0.348
"Ogemaw County, MI","county",05000US26129,0.35,0.363,0.356
"Ontonagon County, MI","county",05000US26131,0.343,0.344,0.33
"Osceola County, MI","county",05000US26133,0.364,0.339,0.342
"Oscoda County, MI","county",05000US26135,0.334,0.334,0.335
"Otsego County, MI","county",05000US26137,0.343,0.356,0.333
"Ottawa County, MI","county",05000US26139,0.246,0.257,0.276
"Presque Isle County, MI","county",05000US26141,0.325,0.326,0.323
"Roscommon County, MI","county",05000US26143,0.323,0.316,0.342
"Saginaw County, MI","county",05000US26145,0.386,0.397,0.389
"St. Clair County, MI","county",05000US26147,0.301,0.319,0.33
"St. Joseph County, MI","county",05000US26149,0.341,0.342,0.347
"Sanilac County, MI","county",05000US26151,0.364,0.344,0.313
"Schoolcraft County, MI","county",05000US26153,0.287,0.301,0.313
"Shiawassee County, MI","county",05000US26155,0.359,0.322,0.324
"Tuscola County, MI","county",05000US26157,0.312,0.305,0.326
"Van Buren County, MI","county",05000US26159,0.325,0.337,0.335
"Washtenaw County, MI","county",05000US26161,0.236,0.233,0.244
"Wayne County, MI","county",05000US26163,0.342,0.335,0.335
"Wexford County, MI","county",05000US26165,0.326,0.305,0.302
"Aitkin County, MN","county",05000US27001,0.271,0.271,0.299
"Anoka County, MN","county",05000US27003,0.295,0.296,0.3
"Becker County, MN","county",05000US27005,0.294,0.294,0.326
"Beltrami County, MN","county",05000US27007,0.288,0.287,0.309
"Benton County, MN","county",05000US27009,0.269,0.282,0.293
"Big Stone County, MN","county",05000US27011,0.281,0.296,0.287
"Blue Earth County, MN","county",05000US27013,0.264,0.28,0.337
"Brown County, MN","county",05000US27015,0.298,0.278,0.301
"Carlton County, MN","county",05000US27017,0.291,0.281,0.301
"Carver County, MN","county",05000US27019,0.262,0.242,0.23
"Cass County, MN","county",05000US27021,0.277,0.274,0.265
"Chippewa County, MN","county",05000US27023,0.304,0.296,0.299
"Chisago County, MN","county",05000US27025,0.28,0.301,0.298
"Clay County, MN","county",05000US27027,0.3,0.28,0.284
"Clearwater County, MN","county",05000US27029,0.319,0.304,0.31
"Cook County, MN","county",05000US27031,0.249,0.264,0.289
"Cottonwood County, MN","county",05000US27033,0.291,0.296,0.317
"Crow Wing County, MN","county",05000US27035,0.27,0.293,0.29
"Dakota County, MN","county",05000US27037,0.247,0.259,0.266
"Dodge County, MN","county",05000US27039,0.334,0.288,0.249
"Douglas County, MN","county",05000US27041,0.255,0.263,0.3
"Faribault County, MN","county",05000US27043,0.284,0.266,0.27
"Fillmore County, MN","county",05000US27045,0.253,0.262,0.251
"Freeborn County, MN","county",05000US27047,0.308,0.314,0.299
"Goodhue County, MN","county",05000US27049,0.295,0.308,0.322
"Grant County, MN","county",05000US27051,0.285,0.3,0.32
"Hennepin County, MN","county",05000US27053,0.222,0.227,0.228
"Houston County, MN","county",05000US27055,0.261,0.255,0.257
"Hubbard County, MN","county",05000US27057,0.272,0.276,0.249
"Isanti County, MN","county",05000US27059,0.303,0.276,0.28
"Itasca County, MN","county",05000US27061,0.29,0.314,0.322
"Jackson County, MN","county",05000US27063,0.312,0.309,0.315
"Kanabec County, MN","county",05000US27065,0.249,0.266,0.299
"Kandiyohi County, MN","county",05000US27067,0.278,0.274,0.291
"Kittson County, MN","county",05000US27069,0.307,0.292,0.278
"Koochiching County, MN","county",05000US27071,0.267,0.249,0.28
"Lac qui Parle County, MN","county",05000US27073,0.271,0.293,0.288
"Lake County, MN","county",05000US27075,0.298,0.283,0.303
"Lake of the Woods County, MN","county",05000US27077,0.287,0.288,0.304
"Le Sueur County, MN","county",05000US27079,0.298,0.33,0.324
"Lincoln County, MN","county",05000US27081,0.285,0.289,0.283
"Lyon County, MN","county",05000US27083,0.291,0.292,0.287
"McLeod County, MN","county",05000US27085,0.318,0.336,0.311
"Mahnomen County, MN","county",05000US27087,0.308,0.286,0.326
"Marshall County, MN","county",05000US27089,0.275,0.303,0.297
"Martin County, MN","county",05000US27091,0.28,0.326,0.322
"Meeker County, MN","county",05000US27093,0.289,0.284,0.304
"Mille Lacs County, MN","county",05000US27095,0.292,0.331,0.359
"Morrison County, MN","county",05000US27097,0.287,0.293,0.343
"Mower County, MN","county",05000US27099,0.3,0.295,0.308
"Murray County, MN","county",05000US27101,0.328,0.298,0.298
"Nicollet County, MN","county",05000US27103,0.284,0.302,0.299
"Nobles County, MN","county",05000US27105,0.277,0.286,0.288
"Norman County, MN","county",05000US27107,0.31,0.308,0.282
"Olmsted County, MN","county",05000US27109,0.221,0.237,0.256
"Otter Tail County, MN","county",05000US27111,0.264,0.274,0.294
"Pennington County, MN","county",05000US27113,0.259,0.265,0.275
"Pine County, MN","county",05000US27115,0.273,0.31,0.362
"Pipestone County, MN","county",05000US27117,0.288,0.275,0.284
"Polk County, MN","county",05000US27119,0.316,0.313,0.335
"Pope County, MN","county",05000US27121,0.278,0.296,0.321
"Ramsey County, MN","county",05000US27123,0.249,0.251,0.258
"Red Lake County, MN","county",05000US27125,0.32,0.307,0.328
"Redwood County, MN","county",05000US27127,0.298,0.327,0.326
"Renville County, MN","county",05000US27129,0.331,0.313,0.295
"Rice County, MN","county",05000US27131,0.266,0.27,0.315
"Rock County, MN","county",05000US27133,0.271,0.281,0.284
"Roseau County, MN","county",05000US27135,0.335,0.332,0.293
"St. Louis County, MN","county",05000US27137,0.264,0.255,0.271
"Scott County, MN","county",05000US27139,0.251,0.246,0.246
"Sherburne County, MN","county",05000US27141,0.296,0.273,0.288
"Sibley County, MN","county",05000US27143,0.275,0.314,0.333
"Stearns County, MN","county",05000US27145,0.277,0.272,0.276
"Steele County, MN","county",05000US27147,0.256,0.283,0.305
"Stevens County, MN","county",05000US27149,0.303,0.292,0.335
"Swift County, MN","county",05000US27151,0.292,0.28,0.286
"Todd County, MN","county",05000US27153,0.284,0.292,0.304
"Traverse County, MN","county",05000US27155,0.299,0.299,0.321
"Wabasha County, MN","county",05000US27157,0.296,0.303,0.322
"Wadena County, MN","county",05000US27159,0.282,0.281,0.292
"Waseca County, MN","county",05000US27161,0.3,0.3,0.337
"Washington County, MN","county",05000US27163,0.248,0.257,0.261
"Watonwan County, MN","county",05000US27165,0.285,0.302,0.269
"Wilkin County, MN","county",05000US27167,0.293,0.298,0.285
"Winona County, MN","county",05000US27169,0.266,0.271,0.289
"Wright County, MN","county",05000US27171,0.275,0.284,0.28
"Yellow Medicine County, MN","county",05000US27173,0.278,0.283,0.29
"Adams County, MS","county",05000US28001,0.371,0.364,0.377
"Alcorn County, MS","county",05000US28003,0.333,0.335,0.379
"Amite County, MS","county",05000US28005,0.383,0.389,0.423
"Attala County, MS","county",05000US28007,0.389,0.395,0.392
"Benton County, MS","county",05000US28009,0.388,0.375,0.37
"Bolivar County, MS","county",05000US28011,0.342,0.335,0.375
"Calhoun County, MS","county",05000US28013,0.34,0.354,0.358
"Carroll County, MS","county",05000US28015,0.348,0.316,0.342
"Chickasaw County, MS","county",05000US28017,0.362,0.368,0.334
"Choctaw County, MS","county",05000US28019,0.344,0.337,0.317
"Claiborne County, MS","county",05000US28021,0.418,0.429,0.476
"Clarke County, MS","county",05000US28023,0.342,0.356,0.348
"Clay County, MS","county",05000US28025,0.391,0.384,0.353
"Coahoma County, MS","county",05000US28027,0.441,0.455,0.429
"Copiah County, MS","county",05000US28029,0.371,0.377,0.374
"Covington County, MS","county",05000US28031,0.374,0.363,0.363
"DeSoto County, MS","county",05000US28033,0.352,0.369,0.359
"Forrest County, MS","county",05000US28035,0.345,0.342,0.344
"Franklin County, MS","county",05000US28037,0.381,0.386,0.356
"George County, MS","county",05000US28039,0.345,0.344,0.342
"Greene County, MS","county",05000US28041,0.401,0.382,0.385
"Grenada County, MS","county",05000US28043,0.38,0.395,0.389
"Hancock County, MS","county",05000US28045,0.289,0.301,0.319
"Harrison County, MS","county",05000US28047,0.337,0.33,0.323
"Hinds County, MS","county",05000US28049,0.36,0.345,0.349
"Holmes County, MS","county",05000US28051,0.45,0.466,0.461
"Humphreys County, MS","county",05000US28053,0.424,0.435,0.416
"Issaquena County, MS","county",05000US28055,0.37,0.369,0.344
"Itawamba County, MS","county",05000US28057,0.332,0.329,0.345
"Jackson County, MS","county",05000US28059,0.32,0.313,0.32
"Jasper County, MS","county",05000US28061,0.396,0.391,0.379
"Jefferson County, MS","county",05000US28063,0.444,0.442,0.445
"Jefferson Davis County, MS","county",05000US28065,0.369,0.384,0.394
"Jones County, MS","county",05000US28067,0.36,0.381,0.384
"Kemper County, MS","county",05000US28069,0.36,0.377,0.369
"Lafayette County, MS","county",05000US28071,0.347,0.346,0.343
"Lamar County, MS","county",05000US28073,0.336,0.346,0.328
"Lauderdale County, MS","county",05000US28075,0.351,0.342,0.323
"Lawrence County, MS","county",05000US28077,0.382,0.386,0.368
"Leake County, MS","county",05000US28079,0.371,0.389,0.409
"Lee County, MS","county",05000US28081,0.319,0.316,0.33
"Leflore County, MS","county",05000US28083,0.43,0.418,0.44
"Lincoln County, MS","county",05000US28085,0.365,0.391,0.391
"Lowndes County, MS","county",05000US28087,0.362,0.348,0.343
"Madison County, MS","county",05000US28089,0.3,0.315,0.286
"Marion County, MS","county",05000US28091,0.379,0.347,0.342
"Marshall County, MS","county",05000US28093,0.4,0.394,0.391
"Monroe County, MS","county",05000US28095,0.325,0.361,0.38
"Montgomery County, MS","county",05000US28097,0.392,0.382,0.383
"Neshoba County, MS","county",05000US28099,0.361,0.37,0.375
"Newton County, MS","county",05000US28101,0.298,0.314,0.348
"Noxubee County, MS","county",05000US28103,0.431,0.418,0.406
"Oktibbeha County, MS","county",05000US28105,0.331,0.331,0.342
"Panola County, MS","county",05000US28107,0.358,0.351,0.36
"Pearl River County, MS","county",05000US28109,0.329,0.317,0.337
"Perry County, MS","county",05000US28111,0.361,0.369,0.372
"Pike County, MS","county",05000US28113,0.387,0.378,0.372
"Pontotoc County, MS","county",05000US28115,0.338,0.33,0.311
"Prentiss County, MS","county",05000US28117,0.305,0.312,0.331
"Quitman County, MS","county",05000US28119,0.41,0.422,0.415
"Rankin County, MS","county",05000US28121,0.324,0.313,0.315
"Scott County, MS","county",05000US28123,0.358,0.341,0.337
"Sharkey County, MS","county",05000US28125,0.412,0.405,0.375
"Simpson County, MS","county",05000US28127,0.384,0.395,0.377
"Smith County, MS","county",05000US28129,0.344,0.359,0.368
"Stone County, MS","county",05000US28131,0.299,0.321,0.358
"Sunflower County, MS","county",05000US28133,0.417,0.423,0.422
"Tallahatchie County, MS","county",05000US28135,0.405,0.397,0.396
"Tate County, MS","county",05000US28137,0.346,0.348,0.374
"Tippah County, MS","county",05000US28139,0.352,0.343,0.339
"Tishomingo County, MS","county",05000US28141,0.347,0.356,0.366
"Tunica County, MS","county",05000US28143,0.412,0.421,0.407
"Union County, MS","county",05000US28145,0.337,0.343,0.332
"Walthall County, MS","county",05000US28147,0.394,0.384,0.383
"Warren County, MS","county",05000US28149,0.369,0.358,0.327
"Washington County, MS","county",05000US28151,0.396,0.409,0.389
"Wayne County, MS","county",05000US28153,0.376,0.377,0.382
"Webster County, MS","county",05000US28155,0.361,0.355,0.339
"Wilkinson County, MS","county",05000US28157,0.399,0.412,0.399
"Winston County, MS","county",05000US28159,0.354,0.361,0.364
"Yalobusha County, MS","county",05000US28161,0.352,0.378,0.386
"Yazoo County, MS","county",05000US28163,0.423,0.4,0.388
"Adair County, MO","county",05000US29001,0.299,0.303,0.29
"Andrew County, MO","county",05000US29003,0.276,0.279,0.293
"Atchison County, MO","county",05000US29005,0.307,0.313,0.298
"Audrain County, MO","county",05000US29007,0.307,0.347,0.347
"Barry County, MO","county",05000US29009,0.315,0.323,0.324
"Barton County, MO","county",05000US29011,0.317,0.323,0.353
"Bates County, MO","county",05000US29013,0.342,0.348,0.321
"Benton County, MO","county",05000US29015,0.35,0.319,0.312
"Bollinger County, MO","county",05000US29017,0.372,0.357,0.331
"Boone County, MO","county",05000US29019,0.242,0.273,0.284
"Buchanan County, MO","county",05000US29021,0.37,0.351,0.326
"Butler County, MO","county",05000US29023,0.349,0.365,0.351
"Caldwell County, MO","county",05000US29025,0.368,0.392,0.372
"Callaway County, MO","county",05000US29027,0.337,0.343,0.343
"Camden County, MO","county",05000US29029,0.29,0.281,0.285
"Cape Girardeau County, MO","county",05000US29031,0.29,0.327,0.319
"Carroll County, MO","county",05000US29033,0.315,0.342,0.354
"Carter County, MO","county",05000US29035,0.337,0.325,0.311
"Cass County, MO","county",05000US29037,0.323,0.305,0.303
"Cedar County, MO","county",05000US29039,0.335,0.343,0.31
"Chariton County, MO","county",05000US29041,0.302,0.32,0.304
"Christian County, MO","county",05000US29043,0.288,0.304,0.291
"Clark County, MO","county",05000US29045,0.314,0.333,0.343
"Clay County, MO","county",05000US29047,0.282,0.288,0.293
"Clinton County, MO","county",05000US29049,0.323,0.345,0.345
"Cole County, MO","county",05000US29051,0.293,0.3,0.307
"Cooper County, MO","county",05000US29053,0.303,0.353,0.354
"Crawford County, MO","county",05000US29055,0.333,0.33,0.324
"Dade County, MO","county",05000US29057,0.357,0.37,0.343
"Dallas County, MO","county",05000US29059,0.326,0.327,0.337
"Daviess County, MO","county",05000US29061,0.348,0.362,0.326
"DeKalb County, MO","county",05000US29063,0.349,0.387,0.361
"Dent County, MO","county",05000US29065,0.345,0.353,0.346
"Douglas County, MO","county",05000US29067,0.301,0.317,0.325
"Dunklin County, MO","county",05000US29069,0.341,0.327,0.32
"Franklin County, MO","county",05000US29071,0.326,0.329,0.304
"Gasconade County, MO","county",05000US29073,0.326,0.328,0.35
"Gentry County, MO","county",05000US29075,0.318,0.315,0.287
"Greene County, MO","county",05000US29077,0.294,0.287,0.32
"Grundy County, MO","county",05000US29079,0.324,0.339,0.326
"Harrison County, MO","county",05000US29081,0.308,0.333,0.341
